name,channel,genre,season,episode,year,day,time,minutes,viewers,rating
Once Upon a Time,ABC,Fantasy,6,11,2017-S,Sunday,8:00,60,3.03,0.9
Once Upon a Time,ABC,Fantasy,6,12,2017-S,Sunday,8:00,60,3.06,0.9
Once Upon a Time,ABC,Fantasy,6,13,2017-S,Sunday,8:00,60,2.71,0.8
Once Upon a Time,ABC,Fantasy,6,14,2017-S,Sunday,8:00,60,2.85,0.9
Once Upon a Time,ABC,Fantasy,6,15,2017-S,Sunday,8:00,60,2.8,0.8
Once Upon a Time,ABC,Fantasy,6,16,2017-S,Sunday,8:00,60,2.6,0.7
Once Upon a Time,ABC,Fantasy,6,17,2017-S,Sunday,8:00,60,2.51,0.7
Once Upon a Time,ABC,Fantasy,6,18,2017-S,Sunday,8:00,60,2.69,0.8
Once Upon a Time,ABC,Fantasy,6,19,2017-S,Sunday,8:00,60,3.05,0.9
Once Upon a Time,ABC,Fantasy,6,20,2017-S,Sunday,8:00,60,2.87,0.8
Once Upon a Time,ABC,Fantasy,6,21,2017-S,Sunday,8:00,60,2.95,0.9
Once Upon a Time,ABC,Fantasy,6,22,2017-S,Sunday,9:00,60,2.95,0.9
Once Upon a Time,ABC,Fantasy,5,1,2015-F,Sunday,8:00,60,5.93,1.8
Once Upon a Time,ABC,Fantasy,5,2,2015-F,Sunday,8:00,60,5.38,1.8
Once Upon a Time,ABC,Fantasy,5,3,2015-F,Sunday,8:00,60,5.28,1.6
Once Upon a Time,ABC,Fantasy,5,4,2015-F,Sunday,8:00,60,4.92,1.6
Once Upon a Time,ABC,Fantasy,5,5,2015-F,Sunday,8:00,60,5.12,1.6
Once Upon a Time,ABC,Fantasy,5,6,2015-F,Sunday,8:00,60,4.83,1.5
Once Upon a Time,ABC,Fantasy,5,7,2015-F,Sunday,8:00,60,4.88,1.6
Once Upon a Time,ABC,Fantasy,5,8,2015-F,Sunday,8:00,60,4.85,1.6
Once Upon a Time,ABC,Fantasy,5,9,2015-F,Sunday,9:00,60,4.85,1.6
Once Upon a Time,ABC,Fantasy,5,10,2015-F,Sunday,8:00,60,4.38,1.3
Once Upon a Time,ABC,Fantasy,5,11,2015-F,Sunday,8:00,60,4.56,1.3
Once Upon a Time,ABC,Fantasy,5,12,2016-S,Sunday,8:00,60,4.01,1.3
Once Upon a Time,ABC,Fantasy,5,13,2016-S,Sunday,8:00,60,4.31,1.3
Once Upon a Time,ABC,Fantasy,5,14,2016-S,Sunday,8:00,60,3.54,1.1
Once Upon a Time,ABC,Fantasy,5,15,2016-S,Sunday,8:00,60,3.51,1
Once Upon a Time,ABC,Fantasy,5,16,2016-S,Sunday,8:00,60,3.78,1.1
Once Upon a Time,ABC,Fantasy,5,17,2016-S,Sunday,8:00,60,3.75,1.2
Once Upon a Time,ABC,Fantasy,5,18,2016-S,Sunday,8:00,60,3.76,1.2
Once Upon a Time,ABC,Fantasy,5,19,2016-S,Sunday,8:00,60,3.85,1.2
Once Upon a Time,ABC,Fantasy,5,20,2016-S,Sunday,8:00,60,3.77,1.2
Once Upon a Time,ABC,Fantasy,5,21,2016-S,Sunday,8:00,60,3.75,1.1
Once Upon a Time,ABC,Fantasy,5,22,2016-S,Sunday,7:00,60,4.07,1.2
Once Upon a Time,ABC,Fantasy,5,23,2016-S,Sunday,8:00,60,4.07,1.2
Inhumans,ABC,Superhero,1,1,2017-F,Friday,8:00,60,3.75,0.9
Inhumans,ABC,Superhero,1,2,2017-F,Friday,9:00,60,3.75,0.9
Inhumans,ABC,Superhero,1,3,2017-F,Friday,9:00,60,2.78,0.7
Inhumans,ABC,Superhero,1,4,2017-F,Friday,9:00,60,2.3,0.6
Inhumans,ABC,Superhero,1,5,2017-F,Friday,9:00,60,1.98,0.4
Inhumans,ABC,Superhero,1,6,2017-F,Friday,9:00,60,2.05,0.5
Inhumans,ABC,Superhero,1,7,2017-F,Friday,9:00,60,1.96,0.5
Inhumans,ABC,Superhero,1,8,2017-F,Friday,9:00,60,1.95,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,1,2017-F,Friday,8:00,60,2.54,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,5,2,2017-F,Friday,9:00,60,2.54,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,5,3,2017-F,Friday,9:00,60,1.93,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,4,2017-F,Friday,9:00,60,1.84,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,5,2017-F,Friday,9:00,60,2.4,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,5,6,2018-S,Friday,9:00,60,2.49,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,5,7,2018-S,Friday,9:00,60,2.31,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,5,8,2018-S,Friday,9:00,60,2.41,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,5,9,2018-S,Friday,9:00,60,2.27,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,5,10,2018-S,Friday,9:00,60,2.22,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,5,11,2018-S,Friday,9:00,60,1.9,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,12,2018-S,Friday,9:00,60,2.04,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,13,2018-S,Friday,9:00,60,2.07,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,14,2018-S,Friday,9:00,60,2.07,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,15,2018-S,Friday,9:00,60,1.88,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,16,2018-S,Friday,9:00,60,2.08,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,5,17,2018-S,Friday,9:00,60,1.82,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,18,2018-S,Friday,9:00,60,1.67,0.4
Agents of S.H.I.E.L.D.,ABC,Superhero,5,19,2018-S,Friday,9:00,60,1.68,0.4
Agents of S.H.I.E.L.D.,ABC,Superhero,5,20,2018-S,Friday,9:00,60,1.65,0.4
Agents of S.H.I.E.L.D.,ABC,Superhero,5,21,2018-S,Friday,9:00,60,1.94,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,5,22,2018-S,Friday,9:00,60,1.88,0.5
Agents of S.H.I.E.L.D.,ABC,Superhero,4,1,2016-F,Tuesday,10:00,60,3.44,1.1
Agents of S.H.I.E.L.D.,ABC,Superhero,4,2,2016-F,Tuesday,10:00,60,2.95,0.9
Agents of S.H.I.E.L.D.,ABC,Superhero,4,3,2016-F,Tuesday,10:00,60,2.68,0.9
Agents of S.H.I.E.L.D.,ABC,Superhero,4,4,2016-F,Tuesday,10:00,60,2.34,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,4,5,2016-F,Tuesday,10:00,60,2.3,0.8
Agents of S.H.I.E.L.D.,ABC,Superhero,4,6,2016-F,Tuesday,10:00,60,2.43,0.8
Agents of S.H.I.E.L.D.,ABC,Superhero,4,7,2016-F,Tuesday,10:00,60,2.41,0.8
Agents of S.H.I.E.L.D.,ABC,Superhero,4,8,2016-F,Tuesday,10:00,60,2.37,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,4,9,2017-S,Tuesday,10:00,60,2.72,0.8
Agents of S.H.I.E.L.D.,ABC,Superhero,4,10,2017-S,Tuesday,10:00,60,2.03,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,4,11,2017-S,Tuesday,10:00,60,2,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,4,12,2017-S,Tuesday,10:00,60,2.15,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,4,13,2017-S,Tuesday,10:00,60,2.08,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,4,14,2017-S,Tuesday,10:00,60,2.13,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,4,15,2017-S,Tuesday,10:00,60,2.01,0.6
Agents of S.H.I.E.L.D.,ABC,Superhero,4,16,2017-S,Tuesday,10:00,60,2.15,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,4,17,2017-S,Tuesday,10:00,60,2.32,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,4,18,2017-S,Tuesday,10:00,60,2.43,0.8
Agents of S.H.I.E.L.D.,ABC,Superhero,4,19,2017-S,Tuesday,10:00,60,2.15,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,4,20,2017-S,Tuesday,10:00,60,2.15,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,4,21,2017-S,Tuesday,10:00,60,2.14,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,4,22,2017-S,Tuesday,10:00,60,2.08,0.7
Agents of S.H.I.E.L.D.,ABC,Superhero,3,1,2015-F,Tuesday,9:00,60,4.9,1.7
Agents of S.H.I.E.L.D.,ABC,Superhero,3,2,2015-F,Tuesday,9:00,60,4.32,1.6
Agents of S.H.I.E.L.D.,ABC,Superhero,3,3,2015-F,Tuesday,9:00,60,3.74,1.4
Agents of S.H.I.E.L.D.,ABC,Superhero,3,4,2015-F,Tuesday,9:00,60,3.85,1.5
Agents of S.H.I.E.L.D.,ABC,Superhero,3,5,2015-F,Tuesday,9:00,60,3.81,1.4
Agents of S.H.I.E.L.D.,ABC,Superhero,3,6,2015-F,Tuesday,9:00,60,3.84,1.4
Agents of S.H.I.E.L.D.,ABC,Superhero,3,7,2015-F,Tuesday,9:00,60,3.49,1.3
Agents of S.H.I.E.L.D.,ABC,Superhero,3,8,2015-F,Tuesday,9:00,60,3.6,1.3
Agents of S.H.I.E.L.D.,ABC,Superhero,3,9,2015-F,Tuesday,9:00,60,3.84,1.3
Agents of S.H.I.E.L.D.,ABC,Superhero,3,10,2015-F,Tuesday,9:00,60,3.85,1.3
Agents of S.H.I.E.L.D.,ABC,Superhero,3,11,2016-S,Tuesday,9:00,60,3.52,1.1
Agents of S.H.I.E.L.D.,ABC,Superhero,3,12,2016-S,Tuesday,9:00,60,2.94,1
Agents of S.H.I.E.L.D.,ABC,Superhero,3,13,2016-S,Tuesday,9:00,60,2.88,0.9
Agents of S.H.I.E.L.D.,ABC,Superhero,3,14,2016-S,Tuesday,9:00,60,3.2,1
Agents of S.H.I.E.L.D.,ABC,Superhero,3,15,2016-S,Tuesday,9:00,60,2.81,0.9
Agents of S.H.I.E.L.D.,ABC,Superhero,3,16,2016-S,Tuesday,9:00,60,3.01,1
Agents of S.H.I.E.L.D.,ABC,Superhero,3,17,2016-S,Tuesday,9:00,60,2.85,0.9
Agents of S.H.I.E.L.D.,ABC,Superhero,3,18,2016-S,Tuesday,9:00,60,3.22,1
Agents of S.H.I.E.L.D.,ABC,Superhero,3,19,2016-S,Tuesday,9:00,60,2.92,0.9
Agents of S.H.I.E.L.D.,ABC,Superhero,3,20,2016-S,Tuesday,9:00,60,2.93,0.9
Agents of S.H.I.E.L.D.,ABC,Superhero,3,21,2016-S,Tuesday,9:00,60,3.03,1
Agents of S.H.I.E.L.D.,ABC,Superhero,3,22,2016-S,Tuesday,10:00,60,3.03,1
Shark Tank,ABC,Reality-Competition,9,1,2017-F,Sunday,8:00,60,5.12,1.3
Shark Tank,ABC,Reality-Competition,9,2,2017-F,Sunday,9:00,60,5.12,1.3
Shark Tank,ABC,Reality-Competition,9,3,2017-F,Sunday,9:00,60,4.73,1.1
Shark Tank,ABC,Reality-Competition,9,4,2017-F,Sunday,9:00,60,4.64,1.1
Shark Tank,ABC,Reality-Competition,9,5,2017-F,Sunday,9:00,60,4.29,1
Shark Tank,ABC,Reality-Competition,9,6,2017-F,Sunday,9:00,60,3.51,0.9
Shark Tank,ABC,Reality-Competition,9,7,2017-F,Sunday,10:00,60,3.18,0.9
Shark Tank,ABC,Reality-Competition,9,8,2017-F,Sunday,9:00,60,4.03,0.9
Shark Tank,ABC,Reality-Competition,9,9,2017-F,Sunday,10:00,60,3.32,0.7
Shark Tank,ABC,Reality-Competition,9,10,2017-F,Sunday,9:00,60,4.24,0.9
Shark Tank,ABC,Reality-Competition,9,11,2017-F,Sunday,10:00,60,3.63,0.8
Shark Tank,ABC,Reality-Competition,9,12,2017-F,Sunday,9:00,60,4.07,1
Shark Tank,ABC,Reality-Competition,9,13,2017-F,Sunday,9:00,60,3.7,0.9
Shark Tank,ABC,Reality-Competition,9,14,2018-S,Sunday,9:00,60,4.68,1.4
Shark Tank,ABC,Reality-Competition,9,15,2018-S,Sunday,10:00,60,3.86,1.1
Shark Tank,ABC,Reality-Competition,9,16,2018-S,Sunday,9:00,60,5.4,1.3
Shark Tank,ABC,Reality-Competition,9,17,2018-S,Sunday,10:00,60,4.65,1.2
Shark Tank,ABC,Reality-Competition,9,18,2018-S,Sunday,9:00,60,3.94,1
Shark Tank,ABC,Reality-Competition,9,19,2018-S,Sunday,10:00,60,3.76,0.9
Shark Tank,ABC,Reality-Competition,9,20,2018-S,Sunday,9:00,60,4.52,1.1
Shark Tank,ABC,Reality-Competition,9,21,2018-S,Sunday,10:00,60,3.9,0.9
Shark Tank,ABC,Reality-Competition,9,22,2018-S,Sunday,9:00,60,2.87,0.8
Shark Tank,ABC,Reality-Competition,9,23,2018-S,Sunday,9:00,60,3.12,0.7
Shark Tank,ABC,Reality-Competition,9,24,2018-S,Sunday,9:00,60,3.15,0.8
Shark Tank,ABC,Reality-Competition,8,1,2016-F,Friday,9:00,60,4.98,1.1
Shark Tank,ABC,Reality-Competition,8,2,2016-F,Friday,9:00,60,5.02,1.1
Shark Tank,ABC,Reality-Competition,8,3,2016-F,Friday,9:00,60,4.86,1.1
Shark Tank,ABC,Reality-Competition,8,4,2016-F,Friday,9:00,60,5.19,1.3
Shark Tank,ABC,Reality-Competition,8,5,2016-F,Friday,9:00,60,5.42,1.3
Shark Tank,ABC,Reality-Competition,8,6,2016-F,Friday,9:00,60,4.41,1.1
Shark Tank,ABC,Reality-Competition,8,7,2016-F,Friday,9:00,60,5.22,1.2
Shark Tank,ABC,Reality-Competition,8,8,2016-F,Friday,9:00,60,5.43,1.2
Shark Tank,ABC,Reality-Competition,8,9,2016-F,Friday,9:00,60,5.19,1.2
Shark Tank,ABC,Reality-Competition,8,10,2016-F,Friday,9:00,60,5.2,1.2
Shark Tank,ABC,Reality-Competition,8,11,2016-F,Friday,9:00,60,4.91,1
Shark Tank,ABC,Reality-Competition,8,12,2017-S,Friday,9:00,60,5.78,1.4
Shark Tank,ABC,Reality-Competition,8,13,2017-S,Friday,9:00,60,5.86,1.3
Shark Tank,ABC,Reality-Competition,8,14,2017-S,Friday,9:00,60,5.97,1.4
Shark Tank,ABC,Reality-Competition,8,15,2017-S,Friday,9:00,60,5.68,1.3
Shark Tank,ABC,Reality-Competition,8,16,2017-S,Friday,9:00,60,5.81,1.3
Shark Tank,ABC,Reality-Competition,8,17,2017-S,Friday,9:00,60,5.22,1.2
Shark Tank,ABC,Reality-Competition,8,18,2017-S,Friday,9:00,60,5.86,1.4
Shark Tank,ABC,Reality-Competition,8,19,2017-S,Friday,9:00,60,6.08,1.4
Shark Tank,ABC,Reality-Competition,8,20,2017-S,Friday,9:00,60,4.88,1.2
Shark Tank,ABC,Reality-Competition,8,21,2017-S,Friday,9:00,60,4.38,1.1
Shark Tank,ABC,Reality-Competition,8,22,2017-S,Friday,9:00,60,4.58,1
Shark Tank,ABC,Reality-Competition,8,23,2017-S,Friday,9:00,60,4.4,1
Shark Tank,ABC,Reality-Competition,8,24,2017-S,Friday,9:00,60,4.01,0.9
Shark Tank,ABC,Reality-Competition,7,1,2015-F,Friday,9:00,60,6.08,1.7
Shark Tank,ABC,Reality-Competition,7,2,2015-F,Friday,9:00,60,6.82,1.7
Shark Tank,ABC,Reality-Competition,7,3,2015-F,Friday,9:00,60,5.84,1.5
Shark Tank,ABC,Reality-Competition,7,4,2015-F,Friday,9:00,60,5.85,1.4
Shark Tank,ABC,Reality-Competition,7,5,2015-F,Friday,9:00,60,6.36,1.5
Shark Tank,ABC,Reality-Competition,7,6,2015-F,Friday,9:00,60,6.16,1.4
Shark Tank,ABC,Reality-Competition,7,7,2015-F,Friday,9:00,60,6.71,1.6
Shark Tank,ABC,Reality-Competition,7,8,2015-F,Friday,9:00,60,6.14,1.6
Shark Tank,ABC,Reality-Competition,7,9,2015-F,Friday,9:00,60,6.9,1.7
Shark Tank,ABC,Reality-Competition,7,10,2015-F,Friday,9:00,60,6.16,1.6
Shark Tank,ABC,Reality-Competition,7,11,2015-F,Friday,9:00,60,6,1.4
Shark Tank,ABC,Reality-Competition,7,12,2016-S,Tuesday,9:00,60,4.32,1.2
Shark Tank,ABC,Reality-Competition,7,13,2016-S,Friday,9:00,60,5.76,1.3
Shark Tank,ABC,Reality-Competition,7,14,2016-S,Friday,9:00,60,5.64,1.4
Shark Tank,ABC,Reality-Competition,7,15,2016-S,Friday,9:00,60,6.81,1.7
Shark Tank,ABC,Reality-Competition,7,16,2016-S,Friday,9:00,60,6.14,1.4
Shark Tank,ABC,Reality-Competition,7,17,2016-S,Friday,9:00,60,6.73,1.7
Shark Tank,ABC,Reality-Competition,7,18,2016-S,Friday,9:00,60,6.2,1.6
Shark Tank,ABC,Reality-Competition,7,19,2016-S,Sunday,10:00,60,4.02,1.1
Shark Tank,ABC,Reality-Competition,7,20,2016-S,Friday,9:00,60,5.45,1.2
Shark Tank,ABC,Reality-Competition,7,21,2016-S,Friday,9:00,60,5.74,1.3
Shark Tank,ABC,Reality-Competition,7,22,2016-S,Friday,9:00,60,6.13,1.3
Shark Tank,ABC,Reality-Competition,7,23,2016-S,Friday,9:00,60,5.42,1.2
Shark Tank,ABC,Reality-Competition,7,24,2016-S,Friday,9:00,60,5.63,1.3
Shark Tank,ABC,Reality-Competition,7,25,2016-S,Friday,9:00,60,5.43,1.2
Shark Tank,ABC,Reality-Competition,7,26,2016-S,Friday,9:00,60,5.76,1.5
Shark Tank,ABC,Reality-Competition,7,27,2016-S,Friday,9:00,60,5.42,1.2
Shark Tank,ABC,Reality-Competition,7,28,2016-S,Friday,9:00,60,5.3,1.2
Shark Tank,ABC,Reality-Competition,7,29,2016-S,Friday,9:00,60,5.47,1.3
Ten Days in the Valley,ABC,Thriller-Drama,1,1,2017-F,Sunday,10:00,60,3.44,0.5
Ten Days in the Valley,ABC,Thriller-Drama,1,2,2017-F,Sunday,10:00,60,2.59,0.4
Ten Days in the Valley,ABC,Thriller-Drama,1,3,2017-F,Sunday,10:00,60,2.62,0.4
Ten Days in the Valley,ABC,Thriller-Drama,1,4,2017-F,Sunday,10:00,60,2.2,0.4
Ten Days in the Valley,ABC,Thriller-Drama,1,5,2017-F,Saturday,9:00,60,1.54,0.3
Ten Days in the Valley,ABC,Thriller-Drama,1,6,2017-F,Saturday,10:00,60,1.36,0.2
Ten Days in the Valley,ABC,Thriller-Drama,1,7,2017-F,Saturday,10:00,60,1.56,0.3
Ten Days in the Valley,ABC,Thriller-Drama,1,8,2017-F,Saturday,10:00,60,1.44,0.2
Ten Days in the Valley,ABC,Thriller-Drama,1,9,2018-S,Saturday,9:00,60,2.55,0.5
Ten Days in the Valley,ABC,Thriller-Drama,1,10,2018-S,Saturday,10:00,60,2.24,0.4
Deception,ABC,Procedural,1,1,2018-S,Sunday,10:00,60,5.93,1.2
Deception,ABC,Procedural,1,2,2018-S,Sunday,10:00,60,3.97,0.8
Deception,ABC,Procedural,1,3,2018-S,Sunday,10:00,60,3.86,0.7
Deception,ABC,Procedural,1,4,2018-S,Sunday,10:00,60,4,0.8
Deception,ABC,Procedural,1,5,2018-S,Sunday,10:00,60,3.61,0.7
Deception,ABC,Procedural,1,6,2018-S,Sunday,10:00,60,3.24,0.6
Deception,ABC,Procedural,1,7,2018-S,Tuesday,10:00,60,3.1,0.7
Deception,ABC,Procedural,1,8,2018-S,Sunday,10:00,60,3.64,0.8
Deception,ABC,Procedural,1,9,2018-S,Sunday,10:00,60,3.25,0.7
Deception,ABC,Procedural,1,10,2018-S,Sunday,10:00,60,3.37,0.7
Deception,ABC,Procedural,1,11,2018-S,Sunday,10:00,60,3.18,0.6
Deception,ABC,Procedural,1,12,2018-S,Sunday,9:00,60,2.26,0.4
Deception,ABC,Procedural,1,13,2018-S,Sunday,10:00,60,2.26,0.4
The Big Bang Theory,CBS,Multi-Camera Comedy,11,1,2017-F,Monday,8:00,30,17.65,4.1
The Big Bang Theory,CBS,Multi-Camera Comedy,11,2,2017-F,Monday,8:00,30,14.06,3.2
The Big Bang Theory,CBS,Multi-Camera Comedy,11,3,2017-F,Monday,8:00,30,13.13,2.9
The Big Bang Theory,CBS,Multi-Camera Comedy,11,4,2017-F,Monday,8:00,30,13.07,2.8
The Big Bang Theory,CBS,Multi-Camera Comedy,11,5,2017-F,Monday,8:00,30,13.2,2.8
The Big Bang Theory,CBS,Multi-Camera Comedy,11,6,2017-F,Thursday,8:00,30,14.14,2.7
The Big Bang Theory,CBS,Multi-Camera Comedy,11,7,2017-F,Thursday,8:00,30,13.8,2.8
The Big Bang Theory,CBS,Multi-Camera Comedy,11,8,2017-F,Thursday,8:00,30,13.44,2.6
The Big Bang Theory,CBS,Multi-Camera Comedy,11,9,2017-F,Thursday,8:00,30,13.84,2.5
The Big Bang Theory,CBS,Multi-Camera Comedy,11,10,2017-F,Thursday,8:00,30,14.41,2.8
The Big Bang Theory,CBS,Multi-Camera Comedy,11,11,2017-F,Thursday,8:00,30,13.74,2.6
The Big Bang Theory,CBS,Multi-Camera Comedy,11,12,2018-S,Thursday,8:00,30,16.16,3.1
The Big Bang Theory,CBS,Multi-Camera Comedy,11,13,2018-S,Thursday,8:00,30,15.93,3.1
The Big Bang Theory,CBS,Multi-Camera Comedy,11,14,2018-S,Thursday,8:00,30,14.92,2.9
The Big Bang Theory,CBS,Multi-Camera Comedy,11,15,2018-S,Thursday,8:00,30,14.69,2.9
The Big Bang Theory,CBS,Multi-Camera Comedy,11,16,2018-S,Thursday,8:00,30,13.75,2.5
The Big Bang Theory,CBS,Multi-Camera Comedy,11,17,2018-S,Thursday,8:00,30,13.88,2.6
The Big Bang Theory,CBS,Multi-Camera Comedy,11,18,2018-S,Thursday,8:00,30,13.26,2.5
The Big Bang Theory,CBS,Multi-Camera Comedy,11,19,2018-S,Thursday,8:00,30,13,2.4
The Big Bang Theory,CBS,Multi-Camera Comedy,11,20,2018-S,Thursday,8:00,30,12.77,2.4
The Big Bang Theory,CBS,Multi-Camera Comedy,11,21,2018-S,Thursday,8:00,30,12.91,2.4
The Big Bang Theory,CBS,Multi-Camera Comedy,11,22,2018-S,Thursday,8:00,30,11.79,2
The Big Bang Theory,CBS,Multi-Camera Comedy,11,23,2018-S,Thursday,8:00,30,12.93,2.4
The Big Bang Theory,CBS,Multi-Camera Comedy,11,24,2018-S,Thursday,8:00,30,15.51,2.9
The Big Bang Theory,CBS,Multi-Camera Comedy,10,1,2016-F,Monday,8:00,30,15.82,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,10,2,2016-F,Monday,8:00,30,14.24,3.6
The Big Bang Theory,CBS,Multi-Camera Comedy,10,3,2016-F,Monday,8:00,30,14.32,3.5
The Big Bang Theory,CBS,Multi-Camera Comedy,10,4,2016-F,Monday,8:00,30,14.41,3.4
The Big Bang Theory,CBS,Multi-Camera Comedy,10,5,2016-F,Monday,8:00,30,14.2,3.5
The Big Bang Theory,CBS,Multi-Camera Comedy,10,6,2016-F,Thursday,8:00,30,14.31,3.4
The Big Bang Theory,CBS,Multi-Camera Comedy,10,7,2016-F,Thursday,8:00,30,14.18,3.1
The Big Bang Theory,CBS,Multi-Camera Comedy,10,8,2016-F,Thursday,8:00,30,14.47,3.4
The Big Bang Theory,CBS,Multi-Camera Comedy,10,9,2016-F,Thursday,8:00,30,14.34,3.1
The Big Bang Theory,CBS,Multi-Camera Comedy,10,10,2016-F,Thursday,8:00,30,14.54,3.1
The Big Bang Theory,CBS,Multi-Camera Comedy,10,11,2016-F,Thursday,8:00,30,15.96,3.4
The Big Bang Theory,CBS,Multi-Camera Comedy,10,12,2017-S,Thursday,8:00,30,16.8,3.6
The Big Bang Theory,CBS,Multi-Camera Comedy,10,13,2017-S,Thursday,8:00,30,15.15,3.4
The Big Bang Theory,CBS,Multi-Camera Comedy,10,14,2017-S,Thursday,8:00,30,14.66,3.1
The Big Bang Theory,CBS,Multi-Camera Comedy,10,15,2017-S,Thursday,8:00,30,14.15,3
The Big Bang Theory,CBS,Multi-Camera Comedy,10,16,2017-S,Thursday,8:00,30,13.51,2.8
The Big Bang Theory,CBS,Multi-Camera Comedy,10,17,2017-S,Thursday,8:00,30,13.38,2.8
The Big Bang Theory,CBS,Multi-Camera Comedy,10,18,2017-S,Thursday,8:00,30,13.04,2.8
The Big Bang Theory,CBS,Multi-Camera Comedy,10,19,2017-S,Thursday,8:00,30,12.78,2.6
The Big Bang Theory,CBS,Multi-Camera Comedy,10,20,2017-S,Thursday,8:00,30,12.59,2.7
The Big Bang Theory,CBS,Multi-Camera Comedy,10,21,2017-S,Thursday,8:00,30,11.89,2.5
The Big Bang Theory,CBS,Multi-Camera Comedy,10,22,2017-S,Thursday,8:00,30,12.52,2.6
The Big Bang Theory,CBS,Multi-Camera Comedy,10,23,2017-S,Thursday,8:00,30,12.39,2.5
The Big Bang Theory,CBS,Multi-Camera Comedy,10,24,2017-S,Thursday,8:00,30,12.99,2.7
The Big Bang Theory,CBS,Multi-Camera Comedy,9,1,2015-F,Monday,8:00,30,18.2,4.7
The Big Bang Theory,CBS,Multi-Camera Comedy,9,2,2015-F,Monday,8:00,30,15.23,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,9,3,2015-F,Monday,8:00,30,15.4,3.9
The Big Bang Theory,CBS,Multi-Camera Comedy,9,4,2015-F,Monday,8:00,30,14.96,3.9
The Big Bang Theory,CBS,Multi-Camera Comedy,9,5,2015-F,Monday,8:00,30,14.68,3.9
The Big Bang Theory,CBS,Multi-Camera Comedy,9,6,2015-F,Monday,8:00,30,16.32,4.4
The Big Bang Theory,CBS,Multi-Camera Comedy,9,7,2015-F,Thursday,8:00,30,14.81,3.7
The Big Bang Theory,CBS,Multi-Camera Comedy,9,8,2015-F,Thursday,8:00,30,14.92,3.7
The Big Bang Theory,CBS,Multi-Camera Comedy,9,9,2015-F,Thursday,8:00,30,15.19,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,9,10,2015-F,Thursday,8:00,30,15.27,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,9,11,2015-F,Thursday,8:00,30,17.23,4.1
The Big Bang Theory,CBS,Multi-Camera Comedy,9,12,2016-S,Thursday,8:00,30,15.85,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,9,13,2016-S,Thursday,8:00,30,15.75,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,9,14,2016-S,Thursday,8:00,30,15.29,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,9,15,2016-S,Thursday,8:00,30,16.25,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,9,16,2016-S,Thursday,8:00,30,15.24,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,9,17,2016-S,Thursday,8:00,30,15.94,3.8
The Big Bang Theory,CBS,Multi-Camera Comedy,9,18,2016-S,Thursday,8:00,30,14.68,3.5
The Big Bang Theory,CBS,Multi-Camera Comedy,9,19,2016-S,Thursday,8:00,30,14.2,3.5
The Big Bang Theory,CBS,Multi-Camera Comedy,9,20,2016-S,Thursday,8:00,30,13.5,3.1
The Big Bang Theory,CBS,Multi-Camera Comedy,9,21,2016-S,Thursday,8:00,30,14.16,3.2
The Big Bang Theory,CBS,Multi-Camera Comedy,9,22,2016-S,Thursday,8:00,30,14.13,3.4
The Big Bang Theory,CBS,Multi-Camera Comedy,9,23,2016-S,Thursday,8:00,30,13.22,3
